respondent_id,item_id,position_row,position_col,scroll_rows_visible,response
R035,I195,,,8,chosen
R036,I058,8,4,7,unseen
R036,I142,1,2,7,liked
R036,I025,0,2,7,neutral
R036,I125,6,0,7,neutral
R036,I167,1,4,7,liked
R036,I014,7,2,7,unseen
R036,I152,5,3,7,liked
R036,I018,2,0,7,disliked
R036,I032,6,1,7,neutral
R036,I176,5,2,7,liked
R036,I060,7,1,7,unseen
R036,I130,9,4,7,unseen
R036,I192,9,0,7,unseen
R036,I066,2,4,7,liked
R036,I193,3,2,7,disliked
R036,I156,9,1,7,unseen
R036,I168,8,3,7,unseen
R036,I182,2,2,7,liked
R036,I034,1,1,7,neutral
R036,I117,3,3,7,disliked
R036,I085,8,2,7,unseen
R036,I029,5,0,7,neutral
R036,I080,5,1,7,neutral
R036,I108,8,1,7,unseen
R036,I123,0,4,7,neutral
R036,I044,7,3,7,unseen
R036,I070,0,0,7,liked
R036,I180,9,3,7,unseen
R036,I098,0,1,7,liked
R036,I019,3,4,7,disliked
R036,I047,8,0,7,unseen
R036,I093,1,3,7,disliked
R036,I186,5,4,7,disliked
R036,I017,4,4,7,neutral
R036,I095,3,0,7,liked
R036,I100,6,4,7,liked
R036,I090,4,1,7,liked
R036,I015,6,2,7,neutral
R036,I114,9,2,7,unseen
R036,I135,4,3,7,neutral
R036,I178,7,0,7,unseen
R036,I030,2,3,7,neutral
R036,I048,3,1,7,liked
R036,I195,1,0,7,liked
R036,I161,4,0,7,neutral
R036,I200,2,1,7,liked
R036,I013,0,3,7,liked
R036,I173,6,3,7,neutral
R036,I137,7,4,7,unseen
R036,I003,4,2,7,neutral
R036,I066,,,7,chosen
R037,I067,8,0,7,unseen
R037,I151,8,1,7,unseen
R037,I198,3,2,7,disliked
R037,I166,0,1,7,liked
R037,I008,1,0,7,liked
R037,I153,2,3,7,liked
R037,I181,6,4,7,liked
R037,I155,3,1,7,disliked
R037,I098,9,1,7,unseen
R037,I081,1,3,7,liked
R037,I152,4,0,7,neutral
R037,I161,5,1,7,neutral
R037,I052,1,2,7,liked
R037,I006,9,3,7,unseen
R037,I120,5,3,7,neutral
R037,I032,4,3,7,disliked
R037,I171,5,0,7,neutral
R037,I013,9,2,7,unseen
R037,I186,2,1,7,disliked
R037,I124,9,0,7,unseen
R037,I164,1,4,7,neutral
R037,I173,2,4,7,neutral
R037,I029,7,2,7,unseen
R037,I084,3,0,7,neutral
R037,I194,2,2,7,disliked
R037,I020,6,2,7,neutral
R037,I083,4,1,7,disliked
R037,I021,0,0,7,neutral
R037,I090,0,2,7,liked
R037,I102,9,4,7,unseen
R037,I193,0,4,7,disliked
R037,I026,5,2,7,liked
R037,I096,2,0,7,liked
R037,I192,8,4,7,unseen
R037,I142,7,3,7,unseen
R037,I047,6,1,7,liked
R037,I088,7,1,7,unseen
R037,I099,6,3,7,neutral
R037,I176,4,4,7,liked
R037,I148,1,1,7,disliked
R037,I023,4,2,7,liked
R037,I174,8,2,7,unseen
R037,I049,7,0,7,unseen
R037,I134,6,0,7,liked
R037,I157,3,4,7,neutral
R037,I199,0,3,7,liked
R037,I056,7,4,7,unseen
R037,I028,5,4,7,liked
R037,I079,3,3,7,disliked
R037,I045,8,3,7,unseen
R037,I096,,,7,chosen
R038,I184,1,0,8,neutral
R038,I123,1,4,8,disliked
R038,I066,8,1,8,unseen
R038,I200,9,2,8,unseen
R038,I083,0,1,8,liked
R038,I178,8,2,8,unseen
R038,I056,8,4,8,unseen
R038,I153,6,1,8,liked
R038,I069,4,0,8,neutral
R038,I002,9,4,8,unseen
R038,I024,3,2,8,liked
R038,I070,8,0,8,unseen
R038,I103,7,2,8,disliked
R038,I163,9,1,8,unseen
R038,I064,0,4,8,neutral
R038,I162,4,3,8,disliked
R038,I179,4,2,8,disliked
R038,I159,9,0,8,unseen
R038,I180,6,2,8,neutral
R038,I015,5,2,8,liked
R038,I197,3,1,8,liked
R038,I010,2,3,8,neutral
R038,I043,7,0,8,liked
R038,I126,9,3,8,unseen
R038,I026,5,3,8,disliked
R038,I040,4,4,8,neutral
R038,I048,2,1,8,disliked
R038,I136,3,0,8,liked
R038,I147,0,3,8,disliked
R038,I125,6,0,8,neutral
R038,I005,6,3,8,neutral
R038,I115,5,4,8,neutral
R038,I187,2,2,8,neutral
R038,I188,1,1,8,liked
R038,I020,1,2,8,liked
R038,I134,7,1,8,liked
R038,I144,0,0,8,neutral
R038,I135,8,3,8,unseen
R038,I076,1,3,8,liked
R038,I148,2,0,8,neutral
R038,I031,2,4,8,disliked
R038,I042,3,4,8,disliked
R038,I157,5,0,8,neutral
R038,I185,5,1,8,neutral
R038,I196,0,2,8,liked
R038,I003,7,4,8,neutral
R038,I119,4,1,8,neutral
R038,I198,7,3,8,neutral
R038,I195,6,4,8,disliked
R038,I170,3,3,8,liked
R038,I020,,,8,chosen
R039,I037,2,0,8,disliked
R039,I115,7,3,8,liked
R039,I018,7,0,8,liked
R039,I039,9,3,8,unseen
R039,I067,6,2,8,disliked
R039,I025,3,1,8,disliked
R039,I046,2,1,8,neutral
R039,I060,4,2,8,liked
R039,I007,1,3,8,liked
R039,I112,4,1,8,disliked
R039,I110,0,0,8,disliked
R039,I062,9,2,8,unseen
R039,I065,0,3,8,liked
R039,I069,3,3,8,liked
R039,I150,4,0,8,disliked
R039,I026,2,2,8,neutral
R039,I006,1,0,8,disliked
R039,I013,8,2,8,unseen
R039,I081,5,4,8,disliked
R039,I191,9,4,8,unseen
R039,I162,5,1,8,disliked
R039,I119,1,1,8,neutral
R039,I168,4,3,8,neutral
R039,I157,1,2,8,liked
R039,I152,6,0,8,liked
R039,I044,2,3,8,neutral
R039,I042,8,3,8,unseen
R039,I183,5,2,8,disliked
R039,I082,1,4,8,disliked
R039,I086,0,1,8,neutral
R039,I080,9,0,8,unseen
R039,I146,3,0,8,liked
R039,I045,7,4,8,disliked
R039,I093,7,2,8,liked
R039,I076,9,1,8,unseen
R039,I091,8,4,8,unseen
R039,I117,2,4,8,neutral
R039,I100,7,1,8,liked
R039,I066,6,3,8,disliked
R039,I123,6,4,8,liked
R039,I075,3,2,8,disliked
R039,I035,5,0,8,neutral
R039,I085,4,4,8,neutral
R039,I174,6,1,8,neutral
R039,I114,8,1,8,unseen
R039,I048,8,0,8,unseen
R039,I089,0,4,8,neutral
R039,I029,5,3,8,neutral
R039,I050,0,2,8,liked
R039,I028,3,4,8,neutral
R039,I115,,,8,chosen
R040,I067,1,1,5,liked
R040,I070,2,4,5,neutral
R040,I082,8,1,5,unseen
R040,I163,6,3,5,unseen
R040,I064,6,1,5,unseen
R040,I091,0,2,5,liked
R040,I104,2,3,5,liked
R040,I065,7,2,5,unseen
R040,I188,1,4,5,disliked
R040,I019,1,3,5,neutral
R040,I001,2,2,5,liked
R040,I187,3,0,5,liked
R040,I088,3,2,5,liked
R040,I002,3,4,5,liked
R040,I127,0,3,5,neutral
R040,I126,6,0,5,unseen
R040,I199,9,3,5,unseen
R040,I024,6,2,5,unseen
R040,I109,1,0,5,liked
R040,I087,8,4,5,unseen
R040,I074,7,1,5,unseen
R040,I014,4,1,5,liked
R040,I151,5,3,5,unseen
R040,I010,7,4,5,unseen
R040,I031,8,0,5,unseen
R040,I149,3,1,5,liked
R040,I025,0,0,5,disliked
R040,I044,5,0,5,unseen
R040,I034,3,3,5,liked
R040,I137,6,4,5,unseen
R040,I102,9,0,5,unseen
R040,I170,4,3,5,liked
R040,I159,0,1,5,disliked
R040,I017,8,3,5,unseen
R040,I152,7,0,5,unseen
R040,I078,4,2,5,liked
R040,I090,7,3,5,unseen
R040,I028,4,0,5,liked
R040,I049,5,1,5,unseen
R040,I063,9,2,5,unseen
R040,I154,2,0,5,neutral
R040,I048,5,4,5,unseen
R040,I081,5,2,5,unseen
R040,I005,9,1,5,unseen
R040,I047,9,4,5,unseen
R040,I083,2,1,5,liked
R040,I093,1,2,5,liked
R040,I072,8,2,5,unseen
R040,I011,4,4,5,disliked
R040,I039,0,4,5,disliked
R040,I083,,,5,chosen
R041,I200,9,3,9,unseen
R041,I044,0,2,9,disliked
R041,I032,6,4,9,disliked
R041,I090,7,1,9,liked
R041,I175,0,1,9,neutral
R041,I147,5,0,9,disliked
R041,I137,3,2,9,liked
R041,I112,1,1,9,neutral
R041,I198,1,0,9,liked
R041,I063,0,0,9,neutral
R041,I066,5,3,9,disliked
R041,I192,9,1,9,unseen
R041,I123,4,1,9,neutral
R041,I065,4,2,9,liked
R041,I146,1,3,9,liked
R041,I111,3,4,9,neutral
R041,I068,1,2,9,neutral
R041,I116,8,1,9,liked
R041,I150,1,4,9,liked
R041,I133,2,2,9,liked
R041,I015,4,0,9,liked
R041,I122,7,4,9,liked
R041,I061,0,3,9,liked
R041,I153,6,2,9,liked
R041,I001,3,3,9,liked
R041,I053,3,0,9,liked
R041,I049,7,3,9,liked
R041,I144,8,2,9,liked
R041,I184,2,1,9,disliked
R041,I027,5,2,9,liked
R041,I082,9,4,9,unseen
R041,I190,5,4,9,liked
R041,I120,2,3,9,neutral
R041,I173,7,0,9,liked
R041,I199,6,1,9,liked
R041,I043,2,4,9,liked
R041,I051,3,1,9,disliked
R041,I023,4,3,9,neutral
R041,I035,8,3,9,neutral
R041,I008,7,2,9,liked
R041,I179,8,0,9,neutral
R041,I094,2,0,9,neutral
R041,I169,0,4,9,liked
R041,I107,5,1,9,liked
R041,I062,6,0,9,neutral
R041,I129,6,3,9,neutral
R041,I154,8,4,9,liked
R041,I125,4,4,9,liked
R041,I048,9,2,9,unseen
R041,I009,9,0,9,unseen
R041,I190,,,9,chosen
R042,I048,7,3,10,liked
R042,I064,4,2,10,neutral
R042,I079,7,1,10,liked
R042,I026,2,2,10,neutral
R042,I124,8,4,10,liked
R042,I187,4,0,10,disliked
R042,I041,9,4,10,liked
R042,I130,9,1,10,disliked
R042,I176,3,1,10,disliked
R042,I178,6,0,10,liked
R042,I156,2,0,10,liked
R042,I110,0,2,10,liked
R042,I153,5,1,10,neutral
R042,I164,8,0,10,disliked
R042,I027,6,1,10,liked
R042,I131,3,3,10,neutral
R042,I173,1,4,10,neutral
R042,I169,9,3,10,liked
R042,I067,7,4,10,disliked
R042,I194,0,0,10,neutral
R042,I047,8,3,10,neutral
R042,I132,4,4,10,liked
R042,I102,6,3,10,liked
R042,I038,8,1,10,liked
R042,I182,2,1,10,neutral
R042,I084,0,1,10,neutral
R042,I098,9,2,10,liked
R042,I002,1,0,10,neutral
R042,I167,4,3,10,disliked
R042,I056,7,2,10,neutral
R042,I018,5,4,10,disliked
R042,I151,5,2,10,disliked
R042,I019,4,1,10,liked
R042,I062,6,2,10,liked
R042,I059,7,0,10,neutral
R042,I171,1,2,10,neutral
R042,I147,3,4,10,neutral
R042,I021,1,1,10,disliked
R042,I037,0,4,10,liked
R042,I008,2,4,10,neutral
R042,I109,6,4,10,liked
R042,I188,9,0,10,liked
R042,I184,3,2,10,neutral
R042,I152,2,3,10,liked
R042,I072,1,3,10,neutral
R042,I126,0,3,10,liked
R042,I009,3,0,10,neutral
R042,I199,5,0,10,liked
R042,I083,8,2,10,liked
R042,I020,5,3,10,liked
R042,I109,,,10,chosen
R043,I109,1,0,10,neutral
R043,I158,5,0,10,liked
R043,I141,1,2,10,neutral
R043,I064,1,3,10,neutral
R043,I089,5,3,10,neutral
R043,I143,5,1,10,neutral
R043,I070,7,0,10,liked
R043,I133,6,1,10,liked
R043,I023,2,0,10,liked
R043,I068,3,3,10,neutral
R043,I018,0,2,10,liked
R043,I196,6,2,10,liked
R043,I025,4,2,10,neutral
R043,I171,8,3,10,neutral
R043,I036,3,4,10,neutral
R043,I135,8,1,10,neutral
R043,I193,1,1,10,neutral
R043,I009,9,1,10,liked
R043,I182,4,4,10,liked
R043,I093,8,0,10,neutral
R043,I168,6,3,10,disliked
R043,I116,9,2,10,disliked
R043,I122,9,0,10,neutral
R043,I198,5,4,10,liked
R043,I131,8,4,10,disliked
R043,I119,0,4,10,liked
R043,I037,9,3,10,neutral
R043,I099,3,1,10,disliked
R043,I147,2,4,10,liked
R043,I003,4,1,10,neutral
R043,I026,0,0,10,liked
R043,I104,5,2,10,liked
R043,I050,4,3,10,liked
R043,I190,6,4,10,liked
R043,I096,7,1,10,liked
R043,I005,6,0,10,neutral
R043,I095,8,2,10,liked
R043,I161,7,3,10,disliked
R043,I102,1,4,10,liked
R043,I094,0,3,10,neutral
R043,I087,7,2,10,neutral
R043,I061,0,1,10,liked
R043,I140,4,0,10,neutral
R043,I031,2,2,10,neutral
R043,I062,2,1,10,liked
R043,I184,7,4,10,disliked
R043,I155,2,3,10,neutral
R043,I039,3,0,10,neutral
R043,I191,3,2,10,liked
R043,I101,9,4,10,liked
R043,I133,,,10,chosen
R044,I155,7,4,6,unseen
R044,I147,0,4,6,disliked
R044,I034,9,2,6,unseen
R044,I130,0,2,6,disliked
R044,I169,6,3,6,unseen
R044,I087,7,3,6,unseen
R044,I036,5,0,6,liked
R044,I198,8,0,6,unseen
R044,I001,6,4,6,unseen
R044,I141,8,2,6,unseen
R044,I163,0,3,6,neutral
R044,I124,1,1,6,neutral
R044,I081,1,3,6,disliked
R044,I192,0,1,6,liked
R044,I109,3,1,6,neutral
R044,I156,9,1,6,unseen
R044,I194,1,4,6,liked
R044,I052,5,2,6,liked
R044,I140,8,1,6,unseen
R044,I006,6,2,6,unseen
R044,I097,7,2,6,unseen
R044,I112,2,4,6,neutral
R044,I161,0,0,6,disliked
R044,I049,6,0,6,unseen
R044,I136,7,1,6,unseen
R044,I082,2,1,6,liked
R044,I088,4,1,6,liked
R044,I053,3,2,6,disliked
R044,I020,7,0,6,unseen
R044,I106,4,0,6,neutral
R044,I114,9,0,6,unseen
R044,I035,8,4,6,unseen
R044,I118,3,4,6,neutral
R044,I021,6,1,6,unseen
R044,I093,1,0,6,neutral
R044,I031,4,4,6,disliked
R044,I138,4,2,6,neutral
R044,I022,1,2,6,disliked
R044,I179,5,3,6,disliked
R044,I095,9,4,6,unseen
R044,I102,2,3,6,disliked
R044,I018,5,4,6,neutral
R044,I172,8,3,6,unseen
R044,I196,5,1,6,liked
R044,I182,3,3,6,liked
R044,I019,2,0,6,neutral
R044,I069,4,3,6,neutral
R044,I176,9,3,6,unseen
R044,I014,2,2,6,liked
R044,I090,3,0,6,liked
R044,I192,,,6,chosen
R045,I153,5,0,6,neutral
R045,I141,8,3,6,unseen
R045,I171,9,0,6,unseen
R045,I174,6,0,6,unseen
R045,I110,8,1,6,unseen
R045,I105,9,3,6,unseen
R045,I193,4,2,6,neutral
R045,I148,4,1,6,liked
R045,I033,9,4,6,unseen
R045,I034,2,2,6,neutral
R045,I147,0,4,6,neutral
R045,I176,0,2,6,liked
R045,I173,1,2,6,neutral
R045,I084,5,4,6,liked
R045,I183,3,4,6,liked
R045,I156,9,1,6,unseen
R045,I143,5,2,6,disliked
R045,I071,0,3,6,liked
R045,I075,1,1,6,neutral
R045,I191,9,2,6,unseen
R045,I009,3,3,6,liked
R045,I097,1,0,6,disliked
R045,I135,2,1,6,neutral
R045,I167,1,3,6,liked
R045,I088,3,2,6,disliked
R045,I044,6,3,6,unseen
R045,I045,3,0,6,neutral
R045,I158,4,3,6,disliked
R045,I015,2,4,6,disliked
R045,I060,0,1,6,liked
R045,I102,2,0,6,liked
R045,I181,5,3,6,neutral
R045,I108,8,0,6,unseen
R045,I136,7,3,6,unseen
R045,I036,2,3,6,disliked
R045,I013,4,0,6,neutral
R045,I029,1,4,6,neutral
R045,I025,7,4,6,unseen
R045,I162,0,0,6,neutral
R045,I020,6,1,6,unseen
R045,I022,7,0,6,unseen
R045,I124,4,4,6,liked
R045,I170,8,2,6,unseen
R045,I006,6,2,6,unseen
R045,I190,8,4,6,unseen
R045,I163,6,4,6,unseen
R045,I074,5,1,6,neutral
R045,I041,7,1,6,unseen
R045,I104,7,2,6,unseen
R045,I134,3,1,6,liked
R045,I060,,,6,chosen
R046,I066,3,4,4,liked
R046,I192,5,4,4,unseen
R046,I082,9,2,4,unseen
R046,I033,3,3,4,liked
R046,I031,0,1,4,neutral
R046,I138,2,2,4,disliked
R046,I004,4,3,4,unseen
R046,I157,1,1,4,disliked
R046,I170,0,0,4,disliked
R046,I119,3,2,4,neutral
R046,I055,2,3,4,liked
R046,I180,0,3,4,disliked
R046,I154,1,2,4,neutral
R046,I115,9,3,4,unseen
R046,I009,3,1,4,disliked
R046,I179,6,4,4,unseen
R046,I020,4,4,4,unseen
R046,I111,6,1,4,unseen
R046,I011,8,4,4,unseen
R046,I083,4,2,4,unseen
R046,I054,4,0,4,unseen
R046,I130,8,0,4,unseen
R046,I165,8,3,4,unseen
R046,I092,1,0,4,neutral
R046,I169,5,1,4,unseen
R046,I124,5,0,4,unseen
R046,I147,7,4,4,unseen
R046,I037,9,0,4,unseen
R046,I095,5,3,4,unseen
R046,I123,0,2,4,liked
R046,I199,2,4,4,liked
R046,I109,7,1,4,unseen
R046,I072,9,1,4,unseen
R046,I090,8,2,4,unseen
R046,I135,6,3,4,unseen
R046,I014,1,4,4,disliked
R046,I200,2,0,4,liked
R046,I108,5,2,4,unseen
R046,I164,7,3,4,unseen
R046,I160,6,2,4,unseen
R046,I045,2,1,4,neutral
R046,I106,7,2,4,unseen
R046,I129,3,0,4,neutral
R046,I049,4,1,4,unseen
R046,I175,7,0,4,unseen
R046,I183,1,3,4,liked
R046,I103,8,1,4,unseen
R046,I122,9,4,4,unseen
R046,I059,6,0,4,unseen
R046,I134,0,4,4,neutral
R046,I055,,,4,chosen
R047,I139,7,4,10,liked
R047,I081,8,0,10,neutral
R047,I009,9,3,10,liked
R047,I131,5,2,10,disliked
R047,I121,3,0,10,liked
R047,I110,2,3,10,liked
R047,I066,6,0,10,liked
R047,I125,6,2,10,disliked
R047,I026,9,1,10,liked
R047,I198,4,3,10,neutral
R047,I153,5,1,10,neutral
R047,I177,0,4,10,neutral
R047,I083,9,2,10,liked
R047,I043,3,2,10,liked
R047,I041,8,4,10,liked
R047,I098,4,0,10,neutral
R047,I128,0,0,10,neutral
R047,I063,8,3,10,liked
R047,I014,4,2,10,liked
R047,I132,2,0,10,neutral
R047,I129,8,1,10,neutral
R047,I180,2,4,10,liked
R047,I097,0,2,10,disliked
R047,I002,1,4,10,disliked
R047,I175,7,0,10,disliked
R047,I196,4,1,10,liked
R047,I038,8,2,10,liked
R047,I012,7,3,10,disliked
R047,I155,7,1,10,neutral
R047,I010,0,3,10,liked
R047,I088,4,4,10,disliked
R047,I190,1,0,10,neutral
R047,I076,6,4,10,disliked
R047,I039,1,3,10,disliked
R047,I047,0,1,10,neutral
R047,I036,2,2,10,liked
R047,I199,6,3,10,liked
R047,I011,5,3,10,liked
R047,I077,3,4,10,neutral
R047,I159,9,4,10,liked
R047,I030,9,0,10,liked
R047,I032,3,3,10,neutral
R047,I122,3,1,10,disliked
R047,I124,1,2,10,disliked
R047,I052,5,0,10,liked
R047,I105,2,1,10,liked
R047,I146,6,1,10,disliked
R047,I062,5,4,10,disliked
R047,I072,1,1,10,neutral
R047,I060,7,2,10,neutral
R047,I030,,,10,chosen
R048,I063,0,2,5,liked
R048,I125,0,0,5,liked
R048,I133,9,3,5,unseen
R048,I124,4,2,5,disliked
R048,I086,4,4,5,liked
R048,I094,2,0,5,neutral
R048,I156,9,1,5,unseen
R048,I010,5,0,5,unseen
R048,I011,8,0,5,unseen
R048,I198,1,1,5,neutral
R048,I032,4,0,5,disliked
R048,I020,9,0,5,unseen
R048,I009,6,0,5,unseen
R048,I003,6,4,5,unseen
R048,I085,0,4,5,neutral
R048,I091,8,1,5,unseen
R048,I166,3,1,5,liked
R048,I105,1,4,5,liked
R048,I179,7,1,5,unseen
R048,I064,3,4,5,neutral
R048,I171,9,4,5,unseen
R048,I102,0,3,5,disliked
R048,I049,0,1,5,liked
R048,I193,7,0,5,unseen
R048,I068,1,3,5,neutral
R048,I141,5,4,5,unseen
R048,I039,7,2,5,unseen
R048,I137,9,2,5,unseen
R048,I088,5,2,5,unseen
R048,I067,3,2,5,disliked
R048,I129,6,3,5,unseen
R048,I157,6,1,5,unseen
R048,I038,3,3,5,liked
R048,I035,8,2,5,unseen
R048,I015,1,0,5,neutral
R048,I148,8,4,5,unseen
R048,I092,4,3,5,liked
R048,I138,7,3,5,unseen
R048,I103,3,0,5,neutral
R048,I132,4,1,5,disliked
R048,I004,8,3,5,unseen
R048,I178,5,3,5,unseen
R048,I176,2,3,5,neutral
R048,I200,6,2,5,unseen
R048,I182,2,2,5,liked
R048,I098,5,1,5,unseen
R048,I013,2,4,5,neutral
R048,I145,1,2,5,liked
R048,I152,7,4,5,unseen
R048,I045,2,1,5,liked
R048,I105,,,5,chosen
R049,I006,3,2,7,liked
R049,I169,0,3,7,disliked
R049,I121,6,2,7,neutral
R049,I052,8,0,7,unseen
R049,I168,2,4,7,neutral
R049,I044,0,4,7,neutral
R049,I133,3,1,7,disliked
R049,I084,9,3,7,unseen
R049,I137,7,3,7,unseen
R049,I162,6,4,7,disliked
R049,I009,6,0,7,liked
R049,I172,8,1,7,unseen
R049,I076,7,0,7,unseen
R049,I056,6,1,7,liked
R049,I136,4,2,7,neutral
R049,I014,4,4,7,liked
R049,I098,6,3,7,liked
R049,I091,0,2,7,liked
R049,I190,3,0,7,neutral
R049,I112,5,0,7,neutral
R049,I166,2,3,7,liked
R049,I015,5,4,7,neutral
R049,I010,4,3,7,liked
R049,I096,1,1,7,liked
R049,I139,1,2,7,disliked
R049,I035,7,1,7,unseen
R049,I105,7,4,7,unseen
R049,I181,2,2,7,disliked
R049,I024,8,4,7,unseen
R049,I130,5,3,7,neutral
R049,I097,1,4,7,liked
R049,I117,2,1,7,neutral
R049,I134,3,3,7,liked
R049,I123,9,2,7,unseen
R049,I023,7,2,7,unseen
R049,I045,2,0,7,liked
R049,I142,9,1,7,unseen
R049,I017,9,0,7,unseen
R049,I094,9,4,7,unseen
R049,I179,5,2,7,neutral
R049,I099,4,0,7,neutral
R049,I078,5,1,7,disliked
R049,I196,1,0,7,liked
R049,I186,8,3,7,unseen
R049,I154,4,1,7,disliked
R049,I090,3,4,7,liked
R049,I029,0,1,7,disliked
R049,I160,1,3,7,liked
R049,I074,8,2,7,unseen
R049,I192,0,0,7,liked
R049,I014,,,7,chosen
R050,I095,9,0,8,unseen
R050,I058,0,3,8,disliked
R050,I040,7,3,8,disliked
R050,I102,2,3,8,liked
R050,I035,8,2,8,unseen
R050,I081,6,2,8,neutral
R050,I100,2,1,8,liked
R050,I147,3,1,8,liked
R050,I123,9,4,8,unseen
R050,I196,2,2,8,disliked
R050,I159,5,1,8,disliked
R050,I066,1,3,8,neutral
R050,I118,7,2,8,neutral
R050,I129,6,4,8,neutral
R050,I149,8,1,8,unseen
R050,I169,7,4,8,liked
R050,I076,5,2,8,neutral
R050,I185,3,4,8,neutral
R050,I026,0,0,8,liked
R050,I141,3,0,8,disliked
R050,I164,3,3,8,liked
R050,I067,7,1,8,disliked
R050,I090,8,3,8,unseen
R050,I179,0,2,8,disliked
R050,I041,9,1,8,unseen
R050,I043,6,0,8,neutral
R050,I199,8,4,8,unseen
R050,I190,9,2,8,unseen
R050,I028,1,0,8,liked
R050,I083,4,1,8,neutral
R050,I143,1,1,8,neutral
R050,I065,7,0,8,liked
R050,I106,1,2,8,neutral
R050,I111,6,3,8,disliked
R050,I140,5,0,8,liked
R050,I060,9,3,8,unseen
R050,I107,5,4,8,disliked
R050,I085,0,4,8,liked
R050,I070,4,3,8,neutral
R050,I020,4,0,8,liked
R050,I050,4,2,8,liked
R050,I093,0,1,8,disliked
R050,I128,6,1,8,neutral
R050,I138,2,4,8,disliked
R050,I063,3,2,8,neutral
R050,I033,8,0,8,unseen
R050,I136,2,0,8,disliked
R050,I078,5,3,8,disliked
R050,I052,4,4,8,disliked
R050,I016,1,4,8,disliked
R050,I085,,,8,chosen
R051,I020,4,0,9,neutral
R051,I198,9,3,9,unseen
R051,I159,3,4,9,neutral
R051,I124,3,2,9,liked
R051,I008,3,1,9,neutral
R051,I028,2,4,9,disliked
R051,I059,2,1,9,disliked
R051,I194,8,4,9,neutral
R051,I010,0,4,9,neutral
R051,I171,7,4,9,neutral
R051,I092,4,4,9,disliked
R051,I002,3,0,9,neutral
R051,I131,3,3,9,liked
R051,I153,0,1,9,neutral
R051,I031,8,1,9,neutral
R051,I120,9,0,9,unseen
R051,I105,8,3,9,disliked
R051,I027,4,1,9,liked
R051,I187,2,2,9,liked
R051,I147,8,2,9,neutral
R051,I009,0,0,9,neutral
R051,I074,2,3,9,disliked
R051,I097,7,1,9,disliked
R051,I034,6,1,9,liked
R051,I095,1,2,9,liked
R051,I174,5,2,9,disliked
R051,I042,8,0,9,neutral
R051,I196,5,3,9,liked
R051,I188,1,3,9,disliked
R051,I023,6,4,9,liked
R051,I083,5,4,9,liked
R051,I041,9,4,9,unseen
R051,I029,9,2,9,unseen
R051,I176,4,2,9,neutral
R051,I003,6,0,9,neutral
R051,I070,6,3,9,neutral
R051,I076,1,1,9,neutral
R051,I160,7,3,9,neutral
R051,I068,9,1,9,unseen
R051,I052,7,0,9,neutral
R051,I154,0,3,9,liked
R051,I058,0,2,9,neutral
R051,I048,1,0,9,liked
R051,I136,5,0,9,liked
R051,I057,7,2,9,liked
R051,I155,1,4,9,neutral
R051,I117,5,1,9,liked
R051,I043,6,2,9,neutral
R051,I055,2,0,9,liked
R051,I157,4,3,9,disliked
R051,I095,,,9,chosen
R052,I092,3,1,4,disliked
R052,I107,3,2,4,liked
R052,I124,9,3,4,unseen
R052,I018,2,2,4,neutral
R052,I190,6,2,4,unseen
R052,I064,2,1,4,disliked
R052,I024,4,3,4,unseen
R052,I050,6,4,4,unseen
R052,I150,1,2,4,liked
R052,I184,8,3,4,unseen
R052,I079,1,4,4,neutral
R052,I014,5,1,4,unseen
R052,I165,8,2,4,unseen
R052,I045,6,0,4,unseen
R052,I197,0,3,4,liked
R052,I011,4,4,4,unseen
R052,I102,5,0,4,unseen
R052,I157,5,4,4,unseen
R052,I004,7,3,4,unseen
R052,I193,1,3,4,neutral
R052,I152,1,1,4,disliked
R052,I046,7,4,4,unseen
R052,I037,7,2,4,unseen
R052,I010,5,2,4,unseen
R052,I155,0,4,4,neutral
R052,I005,4,1,4,unseen
R052,I022,1,0,4,neutral
R052,I002,8,0,4,unseen
R052,I075,2,0,4,liked
R052,I173,7,1,4,unseen
R052,I128,9,4,4,unseen
R052,I096,7,0,4,unseen
R052,I085,3,3,4,disliked
R052,I090,2,3,4,neutral
R052,I147,6,3,4,unseen
R052,I020,2,4,4,liked
R052,I063,4,2,4,unseen
R052,I182,8,4,4,unseen
R052,I161,5,3,4,unseen
R052,I146,0,0,4,disliked
R052,I101,9,1,4,unseen
R052,I076,3,0,4,liked
R052,I188,8,1,4,unseen
R052,I186,9,2,4,unseen
R052,I174,3,4,4,neutral
R052,I178,6,1,4,unseen
R052,I148,9,0,4,unseen
R052,I183,0,1,4,liked
R052,I167,0,2,4,disliked
R052,I038,4,0,4,unseen
R052,I150,,,4,chosen
R053,I157,4,2,9,disliked
R053,I193,6,1,9,liked
R053,I104,6,4,9,liked
R053,I101,5,1,9,liked
R053,I153,0,2,9,liked
R053,I121,5,3,9,neutral
R053,I089,6,3,9,disliked
R053,I031,4,0,9,neutral
R053,I134,2,4,9,liked
R053,I189,0,0,9,liked
R053,I025,7,4,9,neutral
R053,I067,7,0,9,liked
R053,I160,7,3,9,liked
R053,I094,3,4,9,liked
R053,I073,5,4,9,liked
R053,I088,8,4,9,disliked
R053,I161,0,3,9,disliked
R053,I051,7,2,9,neutral
R053,I064,1,0,9,disliked
R053,I115,6,0,9,liked
R053,I181,8,1,9,neutral
R053,I126,1,2,9,liked
R053,I192,2,0,9,neutral
R053,I055,1,3,9,liked
